SP_ID,wbID,stroke_exp,pop,y,Townsend.class,NOx.class,Townsend,NOx
05CGGC01,63,1.81022817,1266.49,5,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGGC02,191,4.165361299,1442.24,3,"(0.086,3.11]","(41.4,53.6]",3,2
05CGGC03,430,3.204991888,954.23,3,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC04,197,2.431659703,1042.46,3,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGC05,399,2.41159087,885.3,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC06,400,1.816274247,991.43,0,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC07,226,2.73982305,932.41,4,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC08,444,7.353313875,1318.01,8,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC09,40,2.381229923,1009.21,5,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC10,754,2.272621202,985.27,1,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC11,222,1.876284615,871.11,5,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGC12,78,1.834889697,877.03,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC13,221,2.219381989,832.89,2,"(3.11,5.44]","(82.1,243]",4,5
05CGGC14,220,2.279974605,973.56,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC15,209,3.179933909,936.74,1,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC16,37,2.581086909,817.56,5,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC17,446,0.984630966,768.47,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC18,80,2.305120231,676.46,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGC19,73,2.033465891,860.27,0,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGC20,447,2.031623501,746.64,4,"(3.11,5.44]","(53.6,64.8]",4,3
05CGGC21,449,4.207704009,1213.66,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC22,34,2.631228081,949.17,1,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC23,450,2.787081577,896.36,4,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGC24,401,2.658341919,704.07,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC25,35,1.639804399,653.01,3,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC26,212,2.328119904,660.03,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC27,86,2.384031322,739.68,6,"(5.44,9.2]","(41.4,53.6]",5,2
05CGGC28,402,2.225740189,909.66,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGC29,210,2.887518735,1280.16,3,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGC30,110,2.202682551,684.9,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGC31,211,1.722390833,738.39,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGGC32,752,1.667466945,723.85,1,"(5.44,9.2]","(64.8,82.1]",5,4
05CGGD02,439,2.360392872,884.99,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD03,479,4.291933259,1032.52,2,"(3.11,5.44]","[7.8,41.4]",4,1
05CGGD04,749,1.671218668,786.18,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD05,814,3.454025143,1273.6,4,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGD06,36,2.419333046,977.41,5,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGD07,861,4.803328307,1369.88,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD08,916,1.217431029,784.67,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD09,857,4.185790909,774.07,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD10,855,3.804965751,1450.47,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD11,516,2.749768172,1280.62,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD12,407,3.769747018,1623.33,6,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD13,853,2.717290493,908.68,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD14,114,3.657230902,1260.41,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD16,852,4.982153214,865.63,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD17,858,1.619585787,667.95,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD18,521,3.321869134,1288.22,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGD19,875,3.446025703,1429.32,3,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD20,874,1.653598487,1236.96,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD21,524,3.359074281,1453.57,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD22,537,1.879905331,854.05,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD23,912,0.22198002,275.87,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD24,877,1.620243803,945.79,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD25,888,5.948705232,1125.75,0,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGD26,829,2.074278592,768.71,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGGD27,882,4.004493179,1665.29,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD28,362,4.111291595,1501.73,3,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGGD29,824,7.484877,1748.37,10,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGD31,41,1.776244452,914.6,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGGD32,17,2.492863744,1137.11,0,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGD33,484,4.37332926,892.42,6,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGD34,1023,3.073236272,1012.8,1,"(-2.07,0.086]","(82.1,243]",2,5
05CGGD35,488,6.591743383,1464.87,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGD36,490,2.960632197,1003.17,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGGD37,905,2.983919046,1188.82,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGD38,119,3.228836113,831.7,0,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGD39,496,2.852923267,1270.22,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGD40,1027,3.220562026,1248.05,0,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGGD41,899,3.356789576,1217.09,0,"(0.086,3.11]","(53.6,64.8]",3,3
05CGGD42,898,1.330850821,1328.32,2,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGD43,818,2.88149851,870.56,3,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGD44,371,10.05020923,1505.61,5,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGD45,142,4.409499931,1490.85,4,"(0.086,3.11]","(41.4,53.6]",3,2
05CGGD46,847,3.72919506,1403.49,3,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGD47,504,3.922907735,1653.14,7,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGD48,374,2.101171521,1380.84,2,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGE05,375,1.151235968,688.47,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGE06,376,5.519564351,922.04,5,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE07,845,2.884446762,1154.63,4,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE08,10,7.137100124,1389.37,12,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE09,108,2.871442798,1069.18,0,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE10,377,2.586465065,1139.81,5,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE11,3,1.473891303,827.48,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGE12,4,4.208464711,1019.77,5,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE13,379,5.839654755,1363.5,3,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGE14,352,4.528090353,1274.27,3,"(3.11,5.44]","[7.8,41.4]",4,1
05CGGE15,426,2.898073054,1167.19,3,"(5.44,9.2]","[7.8,41.4]",5,1
05CGGE16,844,1.818519055,857.37,0,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGE17,897,3.958851999,1369.22,3,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGE18,914,3.005719404,1015.85,7,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGE19,832,2.836893428,1041.88,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE20,906,0.934788734,746.14,0,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGE21,506,1.757886203,1210.79,3,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE22,505,2.494699858,1284.33,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGGE23,420,2.927937059,1040.11,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE24,1024,0.501912071,869.15,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGE25,917,2.306702971,1023.35,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGE26,840,0.79667964,806.2,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGGE27,849,1.941556722,923.06,1,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGGF01,499,5.134455864,1224.83,4,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF02,162,2.309188371,1095.66,4,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF03,418,3.166780679,965.09,0,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF04,491,2.159542108,795.19,0,"(0.086,3.11]","(82.1,243]",3,5
05CGGF05,123,2.670434554,1209.59,2,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGF06,489,2.127633645,748.6,0,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF07,169,1.924526967,795.08,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF08,881,1.35053634,910.39,3,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGF09,53,1.829647779,671.61,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF10,483,3.021607089,975.33,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF11,165,3.460088883,1086.71,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGF12,178,5.771327912,1193.04,4,"(5.44,9.2]","(82.1,243]",5,5
05CGGF13,526,1.448529806,587.17,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGF14,531,2.093592619,605.14,2,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF15,534,5.685054837,904.18,8,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF16,540,1.432799921,777.4,1,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGF17,896,3.439473496,824.1,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF18,837,1.934078403,705.28,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF19,836,2.581088934,729.43,2,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF20,533,3.271145674,1547.09,3,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGF21,149,1.43793291,859.09,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGGF22,520,1.608233877,738.85,0,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGGF23,835,6.542317514,1398.42,9,"(0.086,3.11]","(53.6,64.8]",3,3
05CGGF24,126,1.966998849,695.26,3,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF25,519,2.642843485,717.54,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF26,495,3.454034608,1090.12,8,"(3.11,5.44]","(64.8,82.1]",4,4
05CGGF27,244,1.404474117,877.17,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGF28,833,3.583909774,1287.97,4,"(0.086,3.11]","(53.6,64.8]",3,3
05CGGF29,513,4.406739954,1015.55,6,"(0.086,3.11]","(53.6,64.8]",3,3
05CGGF30,428,2.294311034,774,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGGF31,480,2.509142443,832.28,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGGF32,419,4.283665292,1523.92,4,"(3.11,5.44]","(41.4,53.6]",4,2
05CGGF33,463,3.213360841,932.95,2,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGGF34,425,2.673280216,792.25,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGGF35,59,1.546132166,1029.59,1,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGGF36,976,3.597132223,904.43,1,"(-2.07,0.086]","(53.6,64.8]",2,3
